text,font_size,is_bold,is_italic,page,cap_ratio,line_length,word_count,x_pos_norm,y_pos_norm,relative_font_size,indentation,starts_with_number,ends_with_colon,all_caps,vertical_spacing_above,vertical_spacing_below,label
methods and techniques in their day to day job in Agile projects.,9.960000038146973,0,0,7,0.015384615384615385,65,12,0.17477020562863818,0.4058368181941485,1.0,106.95936584472656,0,0,0,0.418304443359375,0.418304443359375,Body
4. Professionals who are experienced in their role (including unit testing) and need more,9.960000038146973,0,0,7,0.011235955056179775,89,14,0.14536216835570492,0.42038695980804136,1.0,88.9616470336914,1,0,0,0.418304443359375,0.418304443359375,Body
understanding and knowledge about how to perform and manage testing on all levels in Agile,9.960000038146973,0,0,7,0.011111111111111112,90,15,0.17477021809496912,0.4349371014219342,1.0,106.9593734741211,0,0,0,0.418304443359375,0.418304443359375,Body
projects.,9.960000038146973,0,0,7,0.0,9,1,0.17477021809496912,0.44948724303582704,1.0,106.9593734741211,0,0,0,0.418304443359375,11.81256103515625,Body
"These professionals include people who are in roles such as testers, test analysts, test engineers, test",9.960000038146973,0,0,7,0.009615384615384616,104,16,0.11595413108277165,0.478424072265625,1.0,70.96392822265625,0,0,0,11.81256103515625,0.438232421875,Body
"consultants, test managers, user acceptance testers, and software developers.",9.960000038146973,0,0,7,0.0,77,9,0.11597038717830882,0.4929993754685527,1.0,70.973876953125,0,0,0,0.438232421875,10.457977294921875,Body
This Foundation Level Extension –,9.960000038146973,0,0,7,0.12121212121212122,33,5,0.11597038717830882,0.5220870971679688,1.0,70.973876953125,0,0,0,-11.81256103515625,-11.10540771484375,Body
Agile Tester certification may also be appropriate for anyone who,9.960000038146973,0,0,7,0.03076923076923077,65,10,0.38640392527860756,0.5220870971679688,1.0,236.4792022705078,0,0,0,-11.10540771484375,0.418304443359375,Body
"wants a deeper understanding of software testing in the Agile world, such as project managers, quality",9.960000038146973,0,0,7,0.00980392156862745,102,16,0.11597038717830882,0.5366372387818615,1.0,70.973876953125,0,0,0,0.418304443359375,0.298797607421875,Body
"managers, software development managers, business analysts, IT directors, and management",9.960000038146973,0,0,7,0.022727272727272728,88,10,0.11597038717830882,0.5510364879261364,1.0,70.973876953125,0,0,0,0.298797607421875,0.418304443359375,Body
consultants.,9.960000038146973,0,0,7,0.0,12,1,0.11597043704363255,0.5655866295400293,1.0,70.97390747070312,0,0,0,0.418304443359375,25.473785400390625,Body
2.2 Career Paths for Testers,14.039999961853027,0,0,7,0.10714285714285714,28,5,0.11592156902637357,0.611772479433002,1.40963854498791,70.94400024414062,1,0,0,25.473785400390625,7.83782958984375,Body
"Building on the Foundation Level, the Agile Tester Extension supports the definition of career paths for",9.960000038146973,0,0,7,0.057692307692307696,104,16,0.11592156902637357,0.6414346405954072,1.0,70.94400024414062,0,0,0,7.83782958984375,0.41827392578125,Body
professional testers. A person with the Agile Tester certificate has extended the broad understanding of,9.960000038146973,0,0,7,0.028846153846153848,104,15,0.11592156902637357,0.6559847436770044,1.0,70.94400024414062,0,0,0,0.41827392578125,0.41827392578125,Body
testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in,9.960000038146973,0,0,7,0.01834862385321101,109,19,0.11592156902637357,0.6705348467586016,1.0,70.94400024414062,0,0,0,0.41827392578125,0.298828125,Body
an Agile project.,9.960000038146973,0,0,7,0.058823529411764705,17,3,0.11593787498723447,0.684934134435172,1.0,70.9539794921875,0,0,0,0.298828125,10.48785400390625,Body
People possessing an ISTQB Foundation Level Extension –,9.960000038146973,0,0,7,0.16363636363636364,55,8,0.11595415601543352,0.714059540719697,1.0,70.96394348144531,0,0,0,-11.81256103515625,-11.10540771484375,Body
Agile Tester certificate may use the Certified,9.960000038146973,0,0,7,0.06521739130434782,46,7,0.5595647275837419,0.714059540719697,1.0,342.45361328125,0,0,0,-11.10540771484375,0.4183349609375,Body
Tester Foundation Level acronym CTFL-AT.,9.960000038146973,0,0,7,0.225,40,5,0.11595413108277165,0.7286097208658854,1.0,70.96392822265625,0,0,0,0.4183349609375,25.509521484375,Body
2.3 Learning Objectives,14.039999961853027,0,0,7,0.08695652173913043,23,3,0.11592156902637357,0.7748406920770202,1.40963854498791,70.94400024414062,1,0,0,25.509521484375,7.8377685546875,Body
"In general, the Foundation Level syllabus is examinable at a K1 level, i.e., the candidate will recognize,",9.960000038146973,0,0,7,0.03773584905660377,106,17,0.11592156902637357,0.8045027761748342,1.0,70.94400024414062,0,0,0,7.8377685546875,0.4183349609375,Body
remember and recall terms and concepts stated in the Foundation Level syllabus.,9.960000038146973,0,0,7,0.02531645569620253,79,12,0.11592156902637357,0.8190529563210227,1.0,70.94400024414062,0,0,0,0.4183349609375,11.8125,Body
"In addition, all Foundation Level syllabus learning objectives are examinable at the same K- level in an",9.960000038146973,0,0,7,0.038461538461538464,104,17,0.11592156902637357,0.8479897084862295,1.0,70.94400024414062,0,0,0,11.8125,0.40838623046875,Body
extension exam.,9.960000038146973,0,0,7,0.0,15,2,0.11592156902637357,0.8625273271040483,1.0,70.94400024414062,0,0,0,0.40838623046875,24.4617919921875,Body
Version 2014,9.960000038146973,0,0,7,0.08333333333333333,12,2,0.12513294095307395,0.9074354075422191,1.0,76.58135986328125,0,0,0,24.4617919921875,-11.39422607421875,Body
Page 7 of 12,9.960000038146973,0,0,7,0.08333333333333333,12,4,0.4414443471073325,0.9074354075422191,1.0,270.1639404296875,0,0,0,-11.39422607421875,-11.39422607421875,Body
"May 31, 2014",9.960000038146973,0,0,7,0.08333333333333333,12,3,0.770547505297692,0.9074354075422191,1.0,471.5750732421875,0,0,0,-11.39422607421875,6.80694580078125,Body
© International Software Testing Qualifications Board,6.0,0,0,7,0.09433962264150944,53,6,0.1251372543035769,0.9304166851621686,0.6024096362469775,76.58399963378906,0,0,0,6.80694580078125,0.0,Body
International,9.960000038146973,0,0,8,0.07692307692307693,13,1,0.7318790909511591,0.04877047105268999,1.0,447.9100036621094,0,0,0,0.0,-8.151611328125,Body
Overview,12.0,0,0,8,0.125,8,1,0.1216078490213631,0.05250000231193774,1.204819272493955,74.42400360107422,0,0,0,-8.151611328125,-4.813831329345703,Body
Software Testing,9.960000038146973,0,0,8,0.125,16,2,0.7156045951095282,0.0633158731942225,1.0,437.95001220703125,0,0,0,-4.813831329345703,-4.299449920654297,Body
Foundation Level Extension –,9.960000038146973,0,0,8,0.10714285714285714,28,4,0.1216078490213631,0.07377045563977173,1.0,74.42400360107422,0,0,0,-11.81256103515625,-11.105400085449219,Body
Agile Tester,9.960000038146973,0,0,8,0.16666666666666666,12,2,0.3416503208135468,0.07377045563977173,1.0,209.08999633789062,0,0,0,-11.105400085449219,-7.865409851074219,Body
Qualifications Board,9.960000038146973,0,0,8,0.1,20,2,0.7038398692810458,0.07786135240034624,1.0,430.75,0,0,0,-7.865409851074219,36.07459259033203,Body
"That said, each extension level exam focuses on the learning objectives defined in that extension",9.960000038146973,0,0,8,0.010309278350515464,97,15,0.11592156902637357,0.13743205022330235,1.0,70.94400024414062,0,0,0,36.07459259033203,0.41834259033203125,Body
"syllabus. The relevant learning objectives at K1, K2, and K3 levels are provided at the beginning of each",9.960000038146973,0,0,8,0.0380952380952381,105,18,0.1159215440937117,0.1519822303694908,1.0,70.94398498535156,0,0,0,0.41834259033203125,0.4183502197265625,Body
chapter within each particular extension syllabus.,9.960000038146973,0,0,8,0.0,50,6,0.1159215440937117,0.16653242014875316,1.0,70.94398498535156,0,0,0,0.4183502197265625,13.994735717773438,Body
2.4 Entry Requirements,14.039999961853027,0,0,8,0.09090909090909091,22,3,0.11592156902637357,0.19822450117631393,1.40963854498791,70.94400024414062,1,0,0,13.994735717773438,6.36370849609375,Body
To be able to participate in a Foundation Level Extension –,9.960000038146973,0,0,8,0.06779661016949153,59,11,0.11592156902637357,0.2278866238064236,1.0,70.94400024414062,0,0,0,-11.81256103515625,-11.105392456054688,Body
"Agile Tester exam, candidates must have",9.960000038146973,0,0,8,0.05128205128205128,39,6,0.5726656944923152,0.2278866238064236,1.0,350.4714050292969,0,0,0,-11.105392456054688,0.4183502197265625,Body
obtained the ISTQB Foundation Level certificate.,9.960000038146973,0,0,8,0.14583333333333334,48,6,0.11592156902637357,0.24243680395261205,1.0,70.94400024414062,0,0,0,0.4183502197265625,13.998458862304688,Body
2.5 Structure and Course Duration,14.039999961853027,0,0,8,0.09090909090909091,33,5,0.11592156902637357,0.2741335859202375,1.40963854498791,70.94400024414062,1,0,0,13.998458862304688,6.39373779296875,Body
The Foundation Level Extension –,9.960000038146973,0,0,8,0.125,32,5,0.11592156902637357,0.3038336243292298,1.0,70.94400024414062,0,0,0,-11.81256103515625,-11.105392456054688,Body
Agile Tester syllabus has no shared or common elements with the,9.960000038146973,0,0,8,0.031746031746031744,63,11,0.3812611897786458,0.3038336243292298,1.0,233.33184814453125,0,0,0,-11.105392456054688,0.4183502197265625,Body
Foundation Level syllabus.,9.960000038146973,0,0,8,0.07692307692307693,26,3,0.11592156902637357,0.31838380447541825,1.0,70.94400024414062,0,0,0,0.4183502197265625,11.81256103515625,Body
The syllabi must be taught in the following minimum number of days:,9.960000038146973,0,0,8,0.014925373134328358,67,12,0.11592156902637357,0.3473206337052162,1.0,70.94400024414062,0,1,0,11.81256103515625,15.2928466796875,Body
Syllabus,9.960000038146973,1,0,8,0.125,8,1,0.34674837698344313,0.38065176299124054,1.0,212.2100067138672,0,0,0,15.2928466796875,-11.10540771484375,Body
Days,9.960000038146973,1,0,8,0.25,4,1,0.6020751653933057,0.38065176299124054,1.0,368.4700012207031,0,0,0,-11.10540771484375,7.01458740234375,Body
Baseline: Foundation,9.960000038146973,0,0,8,0.1,20,2,0.34674837698344313,0.4035305447048611,1.0,212.2100067138672,0,0,0,7.01458740234375,-11.10540771484375,Body
3,9.960000038146973,0,0,8,0.0,1,1,0.6169771181991677,0.4035305447048611,1.0,377.5899963378906,1,0,0,-11.10540771484375,6.89459228515625,Body
Extension: Agile Tester,9.960000038146973,0,0,8,0.13043478260869565,23,3,0.34674837698344313,0.4262578174321338,1.0,212.2100067138672,0,0,0,6.89459228515625,-11.10540771484375,Body
2,9.960000038146973,0,0,8,0.0,1,1,0.6169771181991677,0.4262578174321338,1.0,377.5899963378906,1,0,0,-11.10540771484375,18.41461181640625,Body
The following figure shows the structure of the Agile Tester Extension and its relationship to the,9.960000038146973,0,0,8,0.04081632653061224,98,16,0.11592156902637357,0.4635305693655303,1.0,70.94400024414062,0,0,0,18.41461181640625,0.418304443359375,Body
Foundation Level.,9.960000038146973,0,0,8,0.11764705882352941,17,2,0.11592156902637357,0.4780807109794231,1.0,70.94400024414062,0,0,0,0.418304443359375,328.9422302246094,Body
Version 2014,9.960000038146973,0,0,8,0.08333333333333333,12,2,0.1251372543035769,0.9074337891858033,1.0,76.58399963378906,0,0,0,328.9422302246094,-11.39422607421875,Body
Page 8 of 12,9.960000038146973,0,0,8,0.08333333333333333,12,4,0.4414486355251736,0.9074337891858033,1.0,270.16656494140625,0,0,0,-11.39422607421875,-11.39422607421875,Body
"May 31, 2014",9.960000038146973,0,0,8,0.08333333333333333,12,3,0.7705517937155331,0.9074337891858033,1.0,471.57769775390625,0,0,0,-11.39422607421875,6.8082275390625,Body
© International Software Testing Qualifications Board,6.0,0,0,8,0.09433962264150944,53,6,0.1251372543035769,0.9304166851621686,0.6024096362469775,76.58399963378906,0,0,0,6.8082275390625,0.0,Body
International,9.960000038146973,0,0,9,0.07692307692307693,13,1,0.7318790909511591,0.04877047105268999,1.0,447.9100036621094,0,0,0,0.0,-8.151611328125,Body
Overview,12.0,0,0,9,0.125,8,1,0.1216078490213631,0.05250000231193774,1.204819272493955,74.42400360107422,0,0,0,-8.151611328125,-4.813831329345703,Body
Software Testing,9.960000038146973,0,0,9,0.125,16,2,0.7156045951095282,0.0633158731942225,1.0,437.95001220703125,0,0,0,-4.813831329345703,-4.299449920654297,Body
Foundation Level Extension –,9.960000038146973,0,0,9,0.10714285714285714,28,4,0.1216078490213631,0.07377045563977173,1.0,74.42400360107422,0,0,0,-11.81256103515625,-11.105400085449219,Body
Agile Tester,9.960000038146973,0,0,9,0.16666666666666666,12,2,0.3416503208135468,0.07377045563977173,1.0,209.08999633789062,0,0,0,-11.105400085449219,-7.865409851074219,Body
Qualifications Board,9.960000038146973,0,0,9,0.1,20,2,0.7038398692810458,0.07786135240034624,1.0,430.75,0,0,0,-7.865409851074219,61.18217468261719,Body
2.6 Keeping It Current,14.039999961853027,0,0,9,0.13636363636363635,22,4,0.11592156902637357,0.16913354276406645,1.40963854498791,70.94400024414062,1,0,0,61.18217468261719,7.837860107421875,Body
The software industry changes rapidly. To deal with these changes and to provide the stakeholders with,9.960000038146973,0,0,9,0.0196078431372549,102,16,0.11592156902637357,0.19879574245876735,1.0,70.94400024414062,0,0,0,7.837860107421875,0.4183502197265625,Body
"access to relevant and current information, the ISTQB working groups have created links on the",9.960000038146973,0,0,9,0.05319148936170213,94,15,0.11592156902637357,0.2133459226049558,1.0,70.94400024414062,0,0,0,0.4183502197265625,0.4183502197265625,Body
"www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences",9.960000038146973,0,0,9,0.0,100,14,0.11592156902637357,0.22789610275114425,1.0,70.94400024414062,0,0,0,0.4183502197265625,0.4183502197265625,Body
in the industry. This information is not examinable under this syllabus.,9.960000038146973,0,0,9,0.013888888888888888,72,11,0.11592156902637357,0.2424462828973327,1.0,70.94400024414062,0,0,0,0.4183502197265625,515.5794219970703,Body
Version 2014,9.960000038146973,0,0,9,0.08333333333333333,12,2,0.12513294095307395,0.9074523617522885,1.0,76.58135986328125,0,0,0,515.5794219970703,-11.39422607421875,Body
Page 9 of 12,9.960000038146973,0,0,9,0.08333333333333333,12,4,0.4414443471073325,0.9074523617522885,1.0,270.1639404296875,0,0,0,-11.39422607421875,-11.39422607421875,Body
"May 31, 2014",9.960000038146973,0,0,9,0.08333333333333333,12,3,0.770547505297692,0.9074523617522885,1.0,471.5750732421875,0,0,0,-11.39422607421875,6.79351806640625,Body
© International Software Testing Qualifications Board,6.0,0,0,9,0.09433962264150944,53,6,0.1251372543035769,0.9304166851621686,0.6024096362469775,76.58399963378906,0,0,0,6.79351806640625,0.0,Body
International,9.960000038146973,0,0,10,0.07692307692307693,13,1,0.7318790909511591,0.04877047105268999,1.0,447.9100036621094,0,0,0,0.0,-8.151611328125,Body
Overview,12.0,0,0,10,0.125,8,1,0.1216078490213631,0.05250000231193774,1.204819272493955,74.42400360107422,0,0,0,-8.151611328125,-4.813831329345703,Body
Software Testing,9.960000038146973,0,0,10,0.125,16,2,0.7156045951095282,0.0633158731942225,1.0,437.95001220703125,0,0,0,-4.813831329345703,-4.299449920654297,Body
Foundation Level Extension –,9.960000038146973,0,0,10,0.10714285714285714,28,4,0.1216078490213631,0.07377045563977173,1.0,74.42400360107422,0,0,0,-11.81256103515625,-11.105400085449219,Body
Agile Tester,9.960000038146973,0,0,10,0.16666666666666666,12,2,0.3416503208135468,0.07377045563977173,1.0,209.08999633789062,0,0,0,-11.105400085449219,-7.865409851074219,Body
Qualifications Board,9.960000038146973,0,0,10,0.1,20,2,0.7038398692810458,0.07786135240034624,1.0,430.75,0,0,0,-7.865409851074219,44.72251892089844,Body
3.,15.960000038146973,0,0,10,0.0,2,1,0.11592156902637357,0.1513335680720782,1.6024096362469775,70.94400024414062,1,0,0,-18.928558349609375,-17.795394897460938,Body
Overview of the Foundation Level Extension –,15.960000038146973,1,0,10,0.09090909090909091,44,7,0.1529790217580359,0.1513335680720782,1.6024096362469775,93.62316131591797,0,0,0,-17.795394897460938,-17.795394897460938,Body
Agile Tester,15.960000038146973,1,0,10,0.16666666666666666,12,2,0.737370609457976,0.1513335680720782,1.6024096362469775,451.27081298828125,0,0,0,-17.795394897460938,0.6862945556640625,Body
Syllabus,15.960000038146973,1,0,10,0.125,8,1,0.17472844342001123,0.17466903455329663,1.6024096362469775,106.93380737304688,0,0,0,0.6862945556640625,31.82049560546875,Body
3.1 Business Outcomes,14.039999961853027,0,0,10,0.09523809523809523,21,3,0.11592156902637357,0.23731536094588462,1.40963854498791,70.94400024414062,1,0,0,31.82049560546875,7.837860107421875,Body
This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level,9.960000038146973,0,0,10,0.049019607843137254,102,16,0.11592156902637357,0.26697756064058553,1.0,70.94400024414062,0,0,0,7.837860107421875,-1.0557403564453125,Body
Extension –,9.960000038146973,0,0,10,0.09090909090909091,11,2,0.11592156902637357,0.281527740786774,1.0,70.94400024414062,0,0,0,-11.81256103515625,-11.105392456054688,Body
Agile Tester certification.,9.960000038146973,0,0,10,0.07407407407407407,27,3,0.2059033337761374,0.281527740786774,1.0,126.0128402709961,0,0,0,-11.105392456054688,10.368331909179688,Body
An Agile Tester can…,9.960000038146973,0,0,10,0.15,20,4,0.11590528799817452,0.31050225460168085,1.0,70.93403625488281,0,0,0,-11.81256103515625,11.9329833984375,Body
AFM1,9.960000038146973,0,0,10,0.75,4,1,0.17611110911649816,0.3395911322699653,1.0,107.77999877929688,0,0,1,11.9329833984375,-11.10540771484375,Body
Collaborate in a cross-functional Agile team being familiar with principles and basic,9.960000038146973,0,0,10,0.023529411764705882,85,12,0.2374836541468801,0.3395911322699653,1.0,145.33999633789062,0,0,0,-11.10540771484375,0.41461181640625,Body
practices of Agile software development.,9.960000038146973,0,0,10,0.025,40,5,0.2374836541468801,0.354136611476089,1.0,145.33999633789062,0,0,0,0.41461181640625,11.934600830078125,Body
AFM2,9.960000038146973,0,0,10,0.75,4,1,0.17611110911649816,0.3832275313560409,1.0,107.77999877929688,0,0,1,11.934600830078125,-11.10540771484375,Body
Adapt existing testing experience and knowledge to Agile values and principles.,9.960000038146973,0,0,10,0.02531645569620253,79,11,0.2374836541468801,0.3832275313560409,1.0,145.33999633789062,0,0,0,-11.10540771484375,13.854583740234375,Body
AFM3,9.960000038146973,0,0,10,0.75,4,1,0.17611110911649816,0.4147426720821496,1.0,107.77999877929688,0,0,1,13.854583740234375,-11.10540771484375,Body
Support the Agile team in planning test-related activities.,9.960000038146973,0,0,10,0.03389830508474576,59,8,0.2374836541468801,0.4147426720821496,1.0,145.33999633789062,0,0,0,-11.10540771484375,13.974609375,Body
AFM4,9.960000038146973,0,0,10,0.75,4,1,0.17611110911649816,0.4464093603269018,1.0,107.77999877929688,0,0,1,13.974609375,-11.10540771484375,Body
Apply relevant methods and techniques for testing in an Agile project.,9.960000038146973,0,0,10,0.02857142857142857,70,11,0.2374836541468801,0.4464093603269018,1.0,145.33999633789062,0,0,0,-11.10540771484375,13.974578857421875,Body
AFM5,9.960000038146973,0,0,10,0.75,4,1,0.17611110911649816,0.4780760100393584,1.0,107.77999877929688,0,0,1,13.974578857421875,-11.10540771484375,Body
Assist the Agile team in test automation activities.,9.960000038146973,0,0,10,0.038461538461538464,52,8,0.2374836541468801,0.4780760100393584,1.0,145.33999633789062,0,0,0,-11.10540771484375,13.994598388671875,Body
AFM6,9.960000038146973,0,0,10,0.75,4,1,0.17611110911649816,0.5097679369377367,1.0,107.77999877929688,0,0,1,13.994598388671875,-11.10540771484375,Body
"Assist business stakeholders in defining understandable and testable user stories,",9.960000038146973,0,0,10,0.012195121951219513,82,10,0.2374836541468801,0.5097679369377367,1.0,145.33999633789062,0,0,0,-11.10540771484375,0.294586181640625,Body
"scenarios, requirements and acceptance criteria as appropriate.",9.960000038146973,0,0,10,0.0,63,7,0.2374836541468801,0.524161868625217,1.0,145.33999633789062,0,0,0,0.294586181640625,11.934600830078125,Body
AFM7,9.960000038146973,0,0,10,0.75,4,1,0.17611110911649816,0.5532527885051689,1.0,107.77999877929688,0,0,1,11.934600830078125,-11.10540771484375,Body
Work and share information with other team members using effective communication,9.960000038146973,0,0,10,0.0125,80,11,0.2374836541468801,0.5532527885051689,1.0,145.33999633789062,0,0,0,-11.10540771484375,0.414581298828125,Body
styles and channels.,9.960000038146973,0,0,10,0.0,20,3,0.2374836541468801,0.567798229178997,1.0,145.33999633789062,0,0,0,0.414581298828125,22.58050537109375,Body
"In general, a Certified Tester Foundation Level –",9.960000038146973,0,0,10,0.10204081632653061,49,8,0.11592156902637357,0.6121921731968119,1.0,70.94400024414062,0,0,0,-11.81256103515625,-11.10540771484375,Body
Agile Tester is expected to have acquired the necessary,9.960000038146973,0,0,10,0.03636363636363636,55,9,0.47125917322495403,0.6121921731968119,1.0,288.4106140136719,0,0,0,-11.10540771484375,0.418304443359375,Body
skills to working effectively within an Agile team and environment.,9.960000038146973,0,0,10,0.014925373134328358,67,10,0.11592151916104984,0.6267423148107047,1.0,70.9439697265625,0,0,0,0.418304443359375,25.518524169921875,Body
3.2 Content,14.039999961853027,0,0,10,0.09090909090909091,11,2,0.11592156902637357,0.6729846530490451,1.40963854498791,70.94400024414062,1,0,0,25.518524169921875,7.86773681640625,Body
Chapter 1: Agile Software Development,9.960000038146973,0,0,10,0.10810810810810811,37,5,0.11592156902637357,0.7026845758611505,1.0,70.94400024414062,0,0,0,7.86773681640625,-0.338623046875,Body
,9.960000038146973,0,0,10,0.0,1,1,0.14532960629930683,0.7168825708254419,1.0,88.94171905517578,0,0,0,-12.80859375,-11.1651611328125,Body
The tester should remember the basic concept of Agile software development based on the Agile,9.960000038146973,0,0,10,0.03225806451612903,93,15,0.17376118080288755,0.7181401878896386,1.0,106.34184265136719,0,0,0,-11.1651611328125,0.298828125,Body
Manifesto.,9.960000038146973,0,0,10,0.1,10,1,0.17473765603857103,0.732539475566209,1.0,106.93944549560547,0,0,0,0.298828125,-0.338623046875,Body
,9.960000038146973,0,0,10,0.0,1,1,0.14532961876563777,0.7467374705305003,1.0,88.94172668457031,0,0,0,-12.80859375,-11.1651611328125,Body
The tester should understand the advantages of the whole-team approach and the benefits of,9.960000038146973,0,0,10,0.011111111111111112,90,14,0.17376118080288755,0.747995087594697,1.0,106.34184265136719,0,0,0,-11.1651611328125,0.29876708984375,Body
early and frequent feedback.,9.960000038146973,0,0,10,0.0,28,4,0.17473765603857103,0.7623942982066761,1.0,106.93944549560547,0,0,0,0.29876708984375,-0.338623046875,Body
,9.960000038146973,0,0,10,0.0,1,1,0.14532961876563777,0.7765922931709675,1.0,88.94172668457031,0,0,0,-12.80859375,-11.1651611328125,Body
The tester should recall Agile software development approaches.,9.960000038146973,0,0,10,0.031746031746031744,63,8,0.17376118080288755,0.7778499102351641,1.0,106.34184265136719,0,0,0,-11.1651611328125,-0.338623046875,Body
,9.960000038146973,0,0,10,0.0,1,1,0.14532961876563777,0.7920479051994554,1.0,88.94172668457031,0,0,0,-12.80859375,-11.1651611328125,Body
The tester should be able to write testable user stories in collaboration with developers and,9.960000038146973,0,0,10,0.010752688172043012,93,15,0.17376118080288755,0.7933055222636521,1.0,106.34184265136719,0,0,0,-11.1651611328125,0.298828125,Body
business representatives.,9.960000038146973,0,0,10,0.0,25,2,0.17473765603857103,0.8077048099402225,1.0,106.93944549560547,0,0,0,0.298828125,-0.338623046875,Body
,9.960000038146973,0,0,10,0.0,1,1,0.14532961876563777,0.8219028049045138,1.0,88.94172668457031,0,0,0,-12.80859375,-11.1651611328125,Body
The tester should understand how retrospectives can be used as a mechanism for process,9.960000038146973,0,0,10,0.011627906976744186,86,14,0.17376118080288755,0.8231604219687105,1.0,106.34184265136719,0,0,0,-11.1651611328125,0.29876708984375,Body
improvement in Agile projects.,9.960000038146973,0,0,10,0.03333333333333333,30,4,0.17473765603857103,0.8375596325806897,1.0,106.93944549560547,0,0,0,0.29876708984375,-0.338623046875,Body
,9.960000038146973,0,0,10,0.0,1,1,0.14532961876563777,0.8517576275449811,1.0,88.94172668457031,0,0,0,-12.80859375,-11.1651611328125,Body
The tester should understand the use and purpose of continuous integration.,9.960000038146973,0,0,10,0.013333333333333334,75,11,0.17376118080288755,0.8530152446091778,1.0,106.34184265136719,0,0,0,-11.1651611328125,-0.338623046875,Body
,9.960000038146973,0,0,10,0.0,1,1,0.14532961876563777,0.8672132395734691,1.0,88.94172668457031,0,0,0,-12.80859375,-11.1651611328125,Body
"The tester should know the differences between iteration and release planning, and how a tester",9.960000038146973,0,0,10,0.010526315789473684,95,15,0.17376118080288755,0.8684708566376658,1.0,106.34184265136719,0,0,0,-11.1651611328125,0.29876708984375,Body
adds value in each of these activities.,9.960000038146973,0,0,10,0.0,39,7,0.17473765603857103,0.8828700672496449,1.0,106.93944549560547,0,0,0,0.29876708984375,8.37640380859375,Body
Version 2014,9.960000038146973,0,0,10,0.08333333333333333,12,2,0.12513294095307395,0.907468314122672,1.0,76.58135986328125,0,0,0,8.37640380859375,-11.39422607421875,Body
Page 10 of 12,9.960000038146973,0,0,10,0.07692307692307693,13,4,0.4373268675959967,0.907468314122672,1.0,267.64404296875,0,0,0,-11.39422607421875,-11.39422607421875,Body
"May 31, 2014",9.960000038146973,0,0,10,0.08333333333333333,12,3,0.770547505297692,0.907468314122672,1.0,471.5750732421875,0,0,0,-11.39422607421875,6.7808837890625,Body
© International Software Testing Qualifications Board,6.0,0,0,10,0.09433962264150944,53,6,0.1251372543035769,0.9304166851621686,0.6024096362469775,76.58399963378906,0,0,0,6.7808837890625,0.0,Body
International,9.960000038146973,0,0,11,0.07692307692307693,13,1,0.7318790909511591,0.04877047105268999,1.0,447.9100036621094,0,0,0,0.0,-8.151611328125,Body
Overview,12.0,0,0,11,0.125,8,1,0.1216078490213631,0.05250000231193774,1.204819272493955,74.42400360107422,0,0,0,-8.151611328125,-4.813831329345703,Body
Software Testing,9.960000038146973,0,0,11,0.125,16,2,0.7156045951095282,0.0633158731942225,1.0,437.95001220703125,0,0,0,-4.813831329345703,-4.299449920654297,Body
Foundation Level Extension –,9.960000038146973,0,0,11,0.10714285714285714,28,4,0.1216078490213631,0.07377045563977173,1.0,74.42400360107422,0,0,0,-11.81256103515625,-11.105400085449219,Body
Agile Tester,9.960000038146973,0,0,11,0.16666666666666666,12,2,0.3416503208135468,0.07377045563977173,1.0,209.08999633789062,0,0,0,-11.105400085449219,-7.865409851074219,Body
Qualifications,9.960000038146973,0,0,11,0.07142857142857142,14,1,0.7038398692810458,0.07786135240034624,1.0,430.75,0,0,0,-7.865409851074219,-11.105400085449219,Body
Board,9.960000038146973,0,0,11,0.2,5,1,0.8064506381165748,0.07786135240034624,1.0,493.54779052734375,0,0,0,-11.105400085449219,36.07459259033203,Body
"Chapter 2: Fundamental Agile Testing Principles, Practices, and Processes",9.960000038146973,0,0,11,0.0958904109589041,73,9,0.11592156902637357,0.13743205022330235,1.0,70.94400024414062,0,0,0,36.07459259033203,-0.33863067626953125,Body
,9.960000038146973,0,0,11,0.0,1,1,0.14532960629930683,0.15163009335296324,1.0,88.94171905517578,0,0,0,-12.808563232421875,-11.165168762207031,Body
The tester should be able to describe the differences between testing activities in Agile projects,9.960000038146973,0,0,11,0.02040816326530612,98,15,0.17376118080288755,0.15288766225179037,1.0,106.34184265136719,0,0,0,-11.165168762207031,0.4183502197265625,Body
and non-Agile projects.,9.960000038146973,0,0,11,0.043478260869565216,23,3,0.17473765603857103,0.16743785203105271,1.0,106.93944549560547,0,0,0,0.4183502197265625,-0.4581451416015625,Body
,9.960000038146973,0,0,11,0.0,1,1,0.14532961876563777,0.18148499305802163,1.0,88.94172668457031,0,0,0,-12.808563232421875,-11.1651611328125,Body
The tester should be able to describe how development and testing activities are integrated in,9.960000038146973,0,0,11,0.010638297872340425,94,15,0.17376118080288755,0.18274257158992266,1.0,106.34184265136719,0,0,0,-11.1651611328125,0.4183502197265625,Body
Agile projects.,9.960000038146973,0,0,11,0.06666666666666667,15,2,0.17473765603857103,0.1972927517361111,1.0,106.93944549560547,0,0,0,0.4183502197265625,-0.3386383056640625,Body
